timestamp,equipment_id,temperature,vibration,pressure,oil_level,is_failure
2024-10-16T20:33:05.076159,EQ001,64.8,2.2,96.13,91.17,0
2024-10-16T21:33:05.076159,EQ001,66.43,2.26,98.54,93.45,0
2024-10-16T22:33:05.076159,EQ001,72.71,2.47,107.87,102.3,0
2024-10-16T23:33:05.076159,EQ001,61.94,2.1,91.89,87.14,0
2024-10-17T00:33:05.076159,EQ001,61.99,2.11,91.96,87.21,0
2024-10-17T01:33:05.076159,EQ001,65.96,2.24,97.85,92.8,0
2024-10-17T02:33:05.076159,EQ001,73.31,2.49,108.75,103.13,0
2024-10-17T03:33:05.076159,EQ001,63.69,2.16,94.49,89.61,0
2024-10-17T04:33:05.076159,EQ001,73.8,2.51,109.48,103.82,0
2024-10-17T05:33:05.076159,EQ001,69.93,2.38,103.74,98.39,0
2024-10-17T06:33:05.076159,EQ001,63.57,2.16,94.3,89.43,0
2024-10-17T07:33:05.076159,EQ001,62.4,2.12,92.58,87.79,0
2024-10-17T08:33:05.076159,EQ001,62.42,2.12,92.6,87.82,0
2024-10-17T09:33:05.076159,EQ001,61.66,2.09,91.48,86.75,0
2024-10-17T10:33:05.076159,EQ001,70.91,2.41,105.19,99.75,0
2024-10-17T11:33:05.076159,EQ001,68.5,2.33,101.61,96.36,0
2024-10-17T12:33:05.076159,EQ001,63.5,2.16,94.2,89.33,0
2024-10-17T13:33:05.076159,EQ001,72.26,2.45,107.19,101.65,0
2024-10-17T14:33:05.076159,EQ001,62.59,2.13,92.85,88.05,0
2024-10-17T15:33:05.076159,EQ001,62.89,2.14,93.3,88.48,0
2024-10-17T16:33:05.076159,EQ001,74.57,2.53,110.63,104.91,0
2024-10-17T17:33:05.076159,EQ001,70.95,2.41,105.25,99.81,0
2024-10-17T18:33:05.076159,EQ001,71.4,2.42,105.91,100.44,0
2024-10-17T19:33:05.076159,EQ001,64.07,2.18,95.05,90.14,0
2024-10-17T20:33:05.076159,EQ001,67.76,2.3,100.52,95.32,0
2024-10-17T21:33:05.076159,EQ001,66.27,2.25,98.3,93.23,0
2024-10-17T22:33:05.076159,EQ001,65.85,2.24,97.68,92.64,0
2024-10-17T23:33:05.076159,EQ001,68.78,2.34,102.03,96.76,0
2024-10-18T00:33:05.076159,EQ001,65.46,2.22,97.1,92.08,0
2024-10-18T01:33:05.076159,EQ001,66.47,2.26,98.61,93.51,0
2024-10-18T02:33:05.076159,EQ001,70.79,2.4,105.02,99.6,0
2024-10-18T03:33:05.076159,EQ001,74.78,2.54,110.94,105.21,0
2024-10-18T04:33:05.076159,EQ001,64.63,2.2,95.88,90.93,0
2024-10-18T05:33:05.076159,EQ001,66.59,2.26,98.79,93.69,0
2024-10-18T06:33:05.076159,EQ001,65.29,2.22,96.85,91.85,0
2024-10-18T07:33:05.076159,EQ001,64.69,2.2,95.96,91.0,0
2024-10-18T08:33:05.076159,EQ001,67.83,2.3,100.62,95.43,0
2024-10-18T09:33:05.076159,EQ001,73.4,2.49,108.89,103.26,0
2024-10-18T10:33:05.076159,EQ001,72.07,2.45,106.92,101.39,0
2024-10-18T11:33:05.076159,EQ001,73.45,2.49,108.95,103.32,0
2024-10-18T12:33:05.076159,EQ001,66.18,2.25,98.17,93.1,0
2024-10-18T13:33:05.076159,EQ001,73.88,2.51,109.59,103.93,0
2024-10-18T14:33:05.076159,EQ001,69.69,2.37,103.39,98.04,0
2024-10-18T15:33:05.076159,EQ001,69.54,2.36,103.16,97.83,0
2024-10-18T16:33:05.076159,EQ001,68.96,2.34,102.3,97.02,0
2024-10-18T17:33:05.076159,EQ001,61.76,2.1,91.61,86.88,0
2024-10-18T18:33:05.076159,EQ001,72.66,2.47,107.78,102.21,0
2024-10-18T19:33:05.076159,EQ001,70.28,2.39,104.25,98.87,0
2024-10-18T20:33:05.076159,EQ001,67.26,2.28,99.78,94.63,0
2024-10-18T21:33:05.076159,EQ001,66.57,2.26,98.75,93.65,0
2024-10-18T22:33:05.076159,EQ001,65.5,2.22,97.17,92.15,0
2024-10-18T23:33:05.076159,EQ001,71.96,2.44,106.75,101.23,0
2024-10-19T00:33:05.076159,EQ001,74.76,2.54,110.9,105.18,0
2024-10-19T01:33:05.076159,EQ001,62.88,2.14,93.28,88.46,0
2024-10-19T02:33:05.076159,EQ001,72.62,2.47,107.73,102.17,0
2024-10-19T03:33:05.076159,EQ001,71.82,2.44,106.55,101.04,0
2024-10-19T04:33:05.076159,EQ001,70.73,2.4,104.93,99.51,0
2024-10-19T05:33:05.076159,EQ001,63.22,2.15,93.79,88.95,0
2024-10-19T06:33:05.076159,EQ001,73.27,2.49,108.69,103.07,0
2024-10-19T07:33:05.076159,EQ001,62.14,2.11,92.18,87.42,0
2024-10-19T08:33:05.076159,EQ001,63.3,2.15,93.9,89.05,0
2024-10-19T09:33:05.076159,EQ001,65.11,2.21,96.59,91.6,0
2024-10-19T10:33:05.076159,EQ001,66.18,2.25,98.17,93.1,0
2024-10-19T11:33:05.076159,EQ001,68.4,2.32,101.47,96.23,0
2024-10-19T12:33:05.076159,EQ001,64.39,2.19,95.51,90.58,0
2024-10-19T13:33:05.076159,EQ001,61.45,2.09,91.16,86.45,0
2024-10-19T14:33:05.076159,EQ001,63.3,2.15,93.9,89.05,0
2024-10-19T15:33:05.076159,EQ001,68.57,2.33,101.72,96.46,0
2024-10-19T16:33:05.076159,EQ001,61.26,2.08,90.87,86.18,0
2024-10-19T17:33:05.076159,EQ001,65.76,2.23,97.55,92.51,0
2024-10-19T18:33:05.076159,EQ001,69.91,2.37,103.71,98.35,0
2024-10-19T19:33:05.076159,EQ001,74.7,2.54,110.81,105.09,0
2024-10-19T20:33:05.076159,EQ001,61.71,2.1,91.55,86.82,0
2024-10-19T21:33:05.076159,EQ001,63.46,2.16,94.13,89.27,0
2024-10-19T22:33:05.076159,EQ001,74.24,2.52,110.14,104.45,0
2024-10-19T23:33:05.076159,EQ001,66.18,2.25,98.18,93.11,0
2024-10-20T00:33:05.076159,EQ001,63.26,2.15,93.85,89.0,0
2024-10-20T01:33:05.076159,EQ001,66.18,2.25,98.18,93.11,0
2024-10-20T02:33:05.076159,EQ001,69.03,2.34,102.4,97.11,0
2024-10-20T03:33:05.076159,EQ001,66.84,2.27,99.15,94.03,0
2024-10-20T04:33:05.076159,EQ001,68.54,2.33,101.68,96.43,0
2024-10-20T05:33:05.076159,EQ001,61.7,2.1,91.53,86.8,0
2024-10-20T06:33:05.076159,EQ001,70.64,2.4,104.79,99.38,0
2024-10-20T07:33:05.076159,EQ001,70.13,2.38,104.04,98.66,0
2024-10-20T08:33:05.076159,EQ001,74.5,2.53,110.52,104.81,0
2024-10-20T09:33:05.076159,EQ001,67.56,2.29,100.22,95.05,0
2024-10-20T10:33:05.076159,EQ001,62.2,2.11,92.27,87.5,0
2024-10-20T11:33:05.076159,EQ001,64.17,2.18,95.19,90.27,0
2024-10-20T12:33:05.076159,EQ001,70.27,2.39,104.24,98.85,0
2024-10-20T13:33:05.076159,EQ001,71.99,2.44,106.79,101.27,0
2024-10-20T14:33:05.076159,EQ001,69.18,2.35,102.62,97.32,0
2024-10-20T15:33:05.076159,EQ001,65.12,2.21,96.6,91.61,0
2024-10-20T16:33:05.076159,EQ001,73.12,2.48,108.47,102.86,0
2024-10-20T17:33:05.076159,EQ001,72.93,2.48,108.19,102.6,0
2024-10-20T18:33:05.076159,EQ001,74.6,2.53,110.66,104.95,0
2024-10-20T19:33:05.076159,EQ001,64.93,2.21,96.33,91.35,0
2024-10-20T20:33:05.076159,EQ001,70.2,2.38,104.14,98.76,0
2024-10-20T21:33:05.076159,EQ001,63.74,2.16,94.56,89.67,0
2024-10-20T22:33:05.076159,EQ001,74.55,2.53,110.59,104.88,0
2024-10-20T23:33:05.076159,EQ001,72.72,2.47,107.88,102.31,0
2024-10-21T00:33:05.076159,EQ001,70.7,2.4,104.88,99.46,0
2024-10-21T01:33:05.076159,EQ001,63.48,2.16,94.17,89.31,0
2024-10-21T02:33:05.076159,EQ001,66.55,2.26,98.72,93.62,0
2024-10-21T03:33:05.076159,EQ001,62.51,2.12,92.73,87.94,0
2024-10-21T04:33:05.076159,EQ001,66.37,2.25,98.45,93.37,0
2024-10-21T05:33:05.076159,EQ001,72.49,2.46,107.53,101.97,0
2024-10-21T06:33:05.076159,EQ001,67.91,2.31,100.74,95.53,0
2024-10-21T07:33:05.076159,EQ001,73.29,2.49,108.72,103.11,0
2024-10-21T08:33:05.076159,EQ001,74.66,2.54,110.76,105.04,0
2024-10-21T09:33:05.076159,EQ001,65.86,2.24,97.7,92.66,0
2024-10-21T10:33:05.076159,EQ001,70.67,2.4,104.84,99.42,0
2024-10-21T11:33:05.076159,EQ001,63.62,2.16,94.38,89.5,0
2024-10-21T12:33:05.076159,EQ001,63.21,2.15,93.76,88.92,0
2024-10-21T13:33:05.076159,EQ001,68.79,2.34,102.05,96.78,0
2024-10-21T14:33:05.076159,EQ001,72.04,2.45,106.87,101.35,0
2024-10-21T15:33:05.076159,EQ001,64.16,2.18,95.19,90.27,0
2024-10-21T16:33:05.076159,EQ001,72.73,2.47,107.89,102.32,0
2024-10-21T17:33:05.076159,EQ001,70.71,2.4,104.9,99.48,0
2024-10-21T18:33:05.076159,EQ001,72.45,2.46,107.48,101.92,0
2024-10-21T19:33:05.076159,EQ001,73.32,2.49,108.77,103.15,0
2024-10-21T20:33:05.076159,EQ001,74.15,2.52,110.01,104.32,0
2024-10-21T21:33:05.076159,EQ001,69.51,2.36,103.11,97.78,0
2024-10-21T22:33:05.076159,EQ001,74.7,2.54,110.82,105.09,0
2024-10-21T23:33:05.076159,EQ001,71.89,2.44,106.65,101.14,0
2024-10-22T00:33:05.076159,EQ001,62.05,2.11,92.04,87.29,0
2024-10-22T01:33:05.076159,EQ001,61.29,2.08,90.92,86.23,0
2024-10-22T02:33:05.076159,EQ001,64.33,2.18,95.43,90.5,0
2024-10-22T03:33:05.076159,EQ001,74.42,2.53,110.39,104.69,0
2024-10-22T04:33:05.076159,EQ001,63.0,2.14,93.45,88.63,0
2024-10-22T05:33:05.076159,EQ001,69.22,2.35,102.68,97.38,0
2024-10-22T06:33:05.076159,EQ001,61.23,2.08,90.84,86.15,0
2024-10-22T07:33:05.076159,EQ001,66.87,2.27,99.19,94.07,0
2024-10-22T08:33:05.076159,EQ001,66.31,2.25,98.36,93.28,0
2024-10-22T09:33:05.076159,EQ001,64.41,2.19,95.56,90.62,0
2024-10-22T10:33:05.076159,EQ001,69.76,2.37,103.48,98.14,0
2024-10-22T11:33:05.076159,EQ001,69.84,2.37,103.6,98.25,0
2024-10-22T12:33:05.076159,EQ001,68.83,2.34,102.1,96.83,0
2024-10-22T13:33:05.076159,EQ001,64.03,2.17,94.99,90.08,0
2024-10-22T14:33:05.076159,EQ001,61.9,2.1,91.82,87.08,0
2024-10-22T15:33:05.076159,EQ001,70.24,2.39,104.2,98.82,0
2024-10-22T16:33:05.076159,EQ001,66.12,2.25,98.08,93.02,0
2024-10-22T17:33:05.076159,EQ001,65.07,2.21,96.52,91.54,0
2024-10-22T18:33:05.076159,EQ001,72.71,2.47,107.86,102.29,0
2024-10-22T19:33:05.076159,EQ001,74.42,2.53,110.41,104.7,0
2024-10-22T20:33:05.076159,EQ001,71.96,2.44,106.76,101.24,0
2024-10-22T21:33:05.076159,EQ001,63.59,2.16,94.34,89.46,0
2024-10-22T22:33:05.076159,EQ001,66.21,2.25,98.21,93.14,0
2024-10-22T23:33:05.076159,EQ001,64.32,2.18,95.41,90.48,0
2024-10-23T00:33:05.076159,EQ001,62.62,2.13,92.89,88.09,0
2024-10-23T01:33:05.076159,EQ001,69.61,2.36,103.27,97.93,0
2024-10-23T02:33:05.076159,EQ001,70.42,2.39,104.46,99.07,0
2024-10-23T03:33:05.076159,EQ001,72.65,2.47,107.78,102.21,0
2024-10-23T04:33:05.076159,EQ001,73.66,2.5,109.27,103.62,0
2024-10-23T05:33:05.076159,EQ001,65.49,2.22,97.15,92.13,0
2024-10-23T06:33:05.076159,EQ001,73.36,2.49,108.82,103.2,0
2024-10-23T07:33:05.076159,EQ001,71.71,2.44,106.37,100.88,0
2024-10-23T08:33:05.076159,EQ001,62.96,2.14,93.4,88.57,0
2024-10-23T09:33:05.076159,EQ001,64.01,2.17,94.95,90.05,0
2024-10-23T10:33:05.076159,EQ001,64.14,2.18,95.15,90.23,0
2024-10-23T11:33:05.076159,EQ001,74.66,2.54,110.76,105.04,0
2024-10-23T12:33:05.076159,EQ001,65.08,2.21,96.54,91.55,0
2024-10-23T13:33:05.076159,EQ001,67.78,2.3,100.56,95.36,0
2024-10-23T14:33:05.076159,EQ001,71.48,2.43,106.03,100.56,0
2024-10-23T15:33:05.076159,EQ001,70.73,2.4,104.92,99.5,0
2024-10-23T16:33:05.076159,EQ001,72.88,2.48,108.11,102.53,0
2024-10-23T17:33:05.076159,EQ001,72.4,2.46,107.41,101.86,0
2024-10-23T18:33:05.076159,EQ001,72.65,2.47,107.78,102.21,0
2024-10-23T19:33:05.076159,EQ001,65.62,2.23,97.34,92.31,0
2024-10-23T20:33:05.076159,EQ001,70.82,2.41,105.06,99.63,0
2024-10-23T21:33:05.076159,EQ001,63.65,2.16,94.42,89.55,0
2024-10-23T22:33:05.076159,EQ001,73.8,2.51,109.48,103.83,0
2024-10-23T23:33:05.076159,EQ001,70.34,2.39,104.34,98.95,0
2024-10-24T00:33:05.076159,EQ001,71.67,2.43,106.32,100.83,0
2024-10-24T01:33:05.076159,EQ001,69.68,2.37,103.37,98.03,0
2024-10-24T02:33:05.076159,EQ001,72.27,2.45,107.2,101.67,0
2024-10-24T03:33:05.076159,EQ001,70.15,2.38,104.07,98.69,0
2024-10-24T04:33:05.076159,EQ001,68.2,2.32,101.18,95.95,0
2024-10-24T05:33:05.076159,EQ001,72.39,2.46,107.39,101.84,0
2024-10-24T06:33:05.076159,EQ001,68.75,2.34,101.99,96.72,0
2024-10-24T07:33:05.076159,EQ001,68.64,2.33,101.82,96.56,0
2024-10-24T08:33:05.076159,EQ001,66.89,2.27,99.22,94.1,0
2024-10-24T09:33:05.076159,EQ001,69.23,2.35,102.7,97.39,0
2024-10-24T10:33:05.076159,EQ001,65.1,2.21,96.57,91.58,0
2024-10-24T11:33:05.076159,EQ001,62.42,2.12,92.6,87.81,0
2024-10-24T12:33:05.076159,EQ001,74.42,2.53,110.39,104.69,0
2024-10-24T13:33:05.076159,EQ001,69.53,2.36,103.14,97.81,0
2024-10-24T14:33:05.076159,EQ001,69.81,2.37,103.56,98.21,0
2024-10-24T15:33:05.076159,EQ001,63.7,2.16,94.5,89.62,0
2024-10-24T16:33:05.076159,EQ001,74.12,2.52,109.96,104.28,0
2024-10-24T17:33:05.076159,EQ001,67.4,2.29,99.99,94.82,0
2024-10-24T18:33:05.076159,EQ001,62.6,2.13,92.86,88.06,0
2024-10-24T19:33:05.076159,EQ001,67.02,2.28,99.43,94.29,0
2024-10-24T20:33:05.076159,EQ001,71.2,2.42,105.62,100.16,0
2024-10-24T21:33:05.076159,EQ001,66.34,2.25,98.41,93.33,0
2024-10-24T22:33:05.076159,EQ001,74.79,2.54,110.94,105.21,0
2024-10-24T23:33:05.076159,EQ001,68.4,2.32,101.47,96.22,0
2024-10-25T00:33:05.076159,EQ001,71.82,2.44,106.54,101.03,0
2024-10-25T01:33:05.076159,EQ001,65.68,2.23,97.43,92.39,0
2024-10-25T02:33:05.076159,EQ001,69.99,2.38,103.82,98.46,0
2024-10-25T03:33:05.076159,EQ001,61.26,2.08,90.88,86.18,0
2024-10-25T04:33:05.076159,EQ001,62.12,2.11,92.15,87.39,0
2024-10-25T05:33:05.076159,EQ001,63.93,2.17,94.83,89.93,0
2024-10-25T06:33:05.076159,EQ001,64.29,2.18,95.37,90.45,0
2024-10-25T07:33:05.076159,EQ001,64.83,2.2,96.17,91.2,0
2024-10-25T08:33:05.076159,EQ001,72.36,2.46,107.34,101.8,0
2024-10-25T09:33:05.076159,EQ001,64.6,2.19,95.83,90.88,0
2024-10-25T10:33:05.076159,EQ001,67.03,2.28,99.44,94.3,0
2024-10-25T11:33:05.076159,EQ001,69.93,2.38,103.73,98.37,0
2024-10-25T12:33:05.076159,EQ001,65.84,2.24,97.66,92.62,0
2024-10-25T13:33:05.076159,EQ001,71.01,2.41,105.33,99.89,0
2024-10-25T14:33:05.076159,EQ001,65.03,2.21,96.47,91.49,0
2024-10-25T15:33:05.076159,EQ001,70.57,2.4,104.69,99.28,0
2024-10-25T16:33:05.076159,EQ001,70.88,2.41,105.14,99.71,0
2024-10-25T17:33:05.076159,EQ001,73.46,2.5,108.98,103.35,0
2024-10-25T18:33:05.076159,EQ001,64.5,2.19,95.69,90.75,0
2024-10-25T19:33:05.076159,EQ001,74.65,2.54,110.74,105.02,0
2024-10-25T20:33:05.076159,EQ001,65.9,2.24,97.76,92.71,0
2024-10-25T21:33:05.076159,EQ001,67.91,2.31,100.74,95.54,0
2024-10-25T22:33:05.076159,EQ001,73.09,2.48,108.43,102.83,0
2024-10-25T23:33:05.076159,EQ001,63.3,2.15,93.91,89.06,0
2024-10-26T00:33:05.076159,EQ001,65.42,2.22,97.05,92.04,0
2024-10-26T01:33:05.076159,EQ001,64.64,2.2,95.89,90.93,0
2024-10-26T02:33:05.076159,EQ001,62.36,2.12,92.51,87.73,0
2024-10-26T03:33:05.076159,EQ001,70.24,2.39,104.21,98.82,0
2024-10-26T04:33:05.076159,EQ001,62.81,2.13,93.17,88.36,0
2024-10-26T05:33:05.076159,EQ001,67.97,2.31,100.84,95.63,0
2024-10-26T06:33:05.076159,EQ001,71.89,2.44,106.65,101.14,0
2024-10-26T07:33:05.076159,EQ001,74.56,2.53,110.61,104.89,0
2024-10-26T08:33:05.076159,EQ001,66.89,2.27,99.23,94.1,0
2024-10-26T09:33:05.076159,EQ001,67.7,2.3,100.43,95.24,0
2024-10-26T10:33:05.076159,EQ001,66.17,2.25,98.16,93.09,0
2024-10-26T11:33:05.076159,EQ001,74.31,2.52,110.24,104.54,0
2024-10-26T12:33:05.076159,EQ001,65.54,2.23,97.23,92.21,0
2024-10-26T13:33:05.076159,EQ001,65.7,2.23,97.46,92.43,0
2024-10-26T14:33:05.076159,EQ001,72.88,2.48,108.11,102.53,0
2024-10-26T15:33:05.076159,EQ001,74.04,2.51,109.84,104.17,0
2024-10-26T16:33:05.076159,EQ001,74.74,2.54,110.88,105.15,0
2024-10-26T17:33:05.076159,EQ001,61.23,2.08,90.84,86.15,0
2024-10-26T18:33:05.076159,EQ001,64.47,2.19,95.64,90.7,0
2024-10-26T19:33:05.076159,EQ001,64.71,2.2,95.99,91.03,0
2024-10-26T20:33:05.076159,EQ001,62.11,2.11,92.13,87.37,0
2024-10-26T21:33:05.076159,EQ001,71.04,2.41,105.38,99.94,0
2024-10-26T22:33:05.076159,EQ001,66.71,2.27,98.97,93.85,0
2024-10-26T23:33:05.076159,EQ001,67.21,2.28,99.7,94.55,0
2024-10-27T00:33:05.076159,EQ001,71.85,2.44,106.58,101.08,0
2024-10-27T01:33:05.076159,EQ001,74.29,2.52,110.21,104.52,0
2024-10-27T02:33:05.076159,EQ001,66.62,2.26,98.83,93.73,0
2024-10-27T03:33:05.076159,EQ001,71.81,2.44,106.53,101.03,0
2024-10-27T04:33:05.076159,EQ001,64.54,2.19,95.74,90.8,0
2024-10-27T05:33:05.076159,EQ001,64.96,2.21,96.37,91.39,0
2024-10-27T06:33:05.076159,EQ001,63.17,2.15,93.71,88.86,0
2024-10-27T07:33:05.076159,EQ001,62.39,2.12,92.56,87.78,0
2024-10-27T08:33:05.076159,EQ001,71.74,2.44,106.42,100.92,0
2024-10-27T09:33:05.076159,EQ001,68.1,2.31,101.02,95.8,0
2024-10-27T10:33:05.076159,EQ001,64.76,2.2,96.07,91.1,0
2024-10-27T11:33:05.076159,EQ001,70.46,2.39,104.52,99.12,0
2024-10-27T12:33:05.076159,EQ001,64.3,2.18,95.38,90.46,0
2024-10-27T13:33:05.076159,EQ001,65.03,2.21,96.47,91.49,0
2024-10-27T14:33:05.076159,EQ001,62.93,2.14,93.36,88.54,0
2024-10-27T15:33:05.076159,EQ001,63.97,2.17,94.9,89.99,0
2024-10-27T16:33:05.076159,EQ001,65.53,2.23,97.21,92.19,0
2024-10-27T17:33:05.076159,EQ001,68.11,2.31,101.04,95.82,0
2024-10-27T18:33:05.076159,EQ001,67.6,2.3,100.29,95.11,0
2024-10-27T19:33:05.076159,EQ001,62.61,2.13,92.88,88.09,0
2024-10-27T20:33:05.076159,EQ001,63.2,2.15,93.76,88.91,0
2024-10-27T21:33:05.076159,EQ001,65.59,2.23,97.31,92.28,0
2024-10-27T22:33:05.076159,EQ001,63.92,2.17,94.82,89.92,0
2024-10-27T23:33:05.076159,EQ001,71.06,2.41,105.42,99.97,0
2024-10-28T00:33:05.076159,EQ001,73.68,2.5,109.31,103.66,0
2024-10-28T01:33:05.076159,EQ001,68.75,2.34,101.99,96.72,0
2024-10-28T02:33:05.076159,EQ001,70.5,2.39,104.59,99.19,0
2024-10-28T03:33:05.076159,EQ001,63.14,2.14,93.67,88.83,0
2024-10-28T04:33:05.076159,EQ001,67.41,2.29,100.0,94.83,0
2024-10-28T05:33:05.076159,EQ001,63.11,2.14,93.63,88.79,0
2024-10-28T06:33:05.076159,EQ001,61.88,2.1,91.8,87.05,0
2024-10-28T07:33:05.076159,EQ001,71.72,2.44,106.39,100.89,0
2024-10-28T08:33:05.076159,EQ001,67.16,2.28,99.62,94.48,0
2024-10-28T09:33:05.076159,EQ001,68.37,2.32,101.43,96.19,0
2024-10-28T10:33:05.076159,EQ001,74.35,2.53,110.29,104.59,0
2024-10-28T11:33:05.076159,EQ001,68.81,2.34,102.08,96.81,0
2024-10-28T12:33:05.076159,EQ001,63.76,2.17,94.59,89.7,0
2024-10-28T13:33:05.076159,EQ001,63.18,2.15,93.73,88.89,0
2024-10-28T14:33:05.076159,EQ001,65.32,2.22,96.9,91.89,0
2024-10-28T15:33:05.076159,EQ001,63.68,2.16,94.46,89.58,0
2024-10-28T16:33:05.076159,EQ001,69.84,2.37,103.61,98.26,0
2024-10-28T17:33:05.076159,EQ001,70.77,2.4,104.98,99.56,0
2024-10-28T18:33:05.076159,EQ001,70.09,2.38,103.97,98.6,0
2024-10-28T19:33:05.076159,EQ001,74.42,2.53,110.39,104.69,0
2024-10-28T20:33:05.076159,EQ001,63.18,2.15,93.72,88.88,0
2024-10-28T21:33:05.076159,EQ001,65.5,2.22,97.17,92.15,0
2024-10-28T22:33:05.076159,EQ001,62.01,2.11,92.0,87.24,0
2024-10-28T23:33:05.076159,EQ001,70.35,2.39,104.36,98.96,0
2024-10-29T00:33:05.076159,EQ001,67.11,2.28,99.56,94.42,0
2024-10-29T01:33:05.076159,EQ001,73.48,2.5,109.01,103.38,0
2024-10-29T02:33:05.076159,EQ001,74.03,2.51,109.82,104.14,0
2024-10-29T03:33:05.076159,EQ001,72.48,2.46,107.52,101.96,0
2024-10-29T04:33:05.076159,EQ001,64.64,2.2,95.89,90.94,0
2024-10-29T05:33:05.076159,EQ001,73.98,2.51,109.75,104.08,0
2024-10-29T06:33:05.076159,EQ001,67.96,2.31,100.81,95.6,0
