timestamp,equipment_id,temperature,vibration,pressure,oil_level,anomaly_detected,anomaly_score
2023-01-10 16:00:00,TURBINE004,84.8,2.9,100.1,90.8,false,0.12
2023-01-11 08:00:00,TURBINE004,81.5,2.7,98.3,91.1,false,0.10
2023-01-11 12:00:00,TURBINE004,83.2,2.8,99.6,90.9,false,0.11
2023-01-11 16:00:00,TURBINE004,85.1,2.9,100.4,90.7,false,0.12
2023-01-12 08:00:00,TURBINE004,81.8,2.7,98.6,91.0,false,0.11
2023-01-12 12:00:00,TURBINE004,83.5,2.9,99.9,90.8,false,0.12
2023-01-12 16:00:00,TURBINE004,85.4,3.0,100.7,90.6,false,0.13
2023-01-13 08:00:00,TURBINE004,82.1,2.8,98.9,90.9,false,0.11
2023-01-13 12:00:00,TURBINE004,83.8,2.9,100.2,90.7,false,0.12
2023-01-13 16:00:00,TURBINE004,85.7,3.0,101.0,90.5,false,0.13
2023-01-14 08:00:00,TURBINE004,82.4,2.8,99.2,90.8,false,0.11
2023-01-14 12:00:00,TURBINE004,84.1,2.9,100.5,90.6,false,0.12
2023-01-14 16:00:00,TURBINE004,86.0,3.0,101.3,90.4,false,0.13
2023-01-15 08:00:00,TURBINE004,82.7,2.8,99.5,90.7,false,0.12
2023-01-15 12:00:00,TURBINE004,84.4,3.0,100.8,90.5,false,0.13
2023-01-15 16:00:00,TURBINE004,86.3,3.1,101.6,90.3,false,0.14
2023-01-16 08:00:00,TURBINE004,83.0,2.9,99.8,90.6,false,0.12
2023-01-16 12:00:00,TURBINE004,84.7,3.0,101.1,90.4,false,0.13
2023-01-16 16:00:00,TURBINE004,86.6,3.1,101.9,90.2,false,0.14
2023-01-17 08:00:00,TURBINE004,83.3,2.9,100.1,90.5,false,0.12
2023-01-17 12:00:00,TURBINE004,85.0,3.0,101.4,90.3,false,0.13
2023-01-17 16:00:00,TURBINE004,86.9,3.1,102.2,90.1,false,0.14
2023-01-18 08:00:00,TURBINE004,83.6,2.9,100.4,90.4,false,0.13
2023-01-18 12:00:00,TURBINE004,85.3,3.1,101.7,90.2,false,0.14
2023-01-18 16:00:00,TURBINE004,87.2,3.2,102.5,90.0,false,0.15
2023-01-19 08:00:00,TURBINE004,83.9,3.0,100.7,90.3,false,0.13
2023-01-19 12:00:00,TURBINE004,85.6,3.1,102.0,90.1,false,0.14
2023-01-19 16:00:00,TURBINE004,87.5,3.2,102.8,89.9,false,0.15
2023-01-20 08:00:00,TURBINE004,84.2,3.0,101.0,90.2,false,0.13
2023-01-20 12:00:00,TURBINE004,85.9,3.1,102.3,90.0,false,0.14
2023-01-20 16:00:00,TURBINE004,87.8,3.2,103.1,89.8,false,0.15
2023-01-21 08:00:00,TURBINE004,84.5,3.0,101.3,90.1,false,0.14
2023-01-21 12:00:00,TURBINE004,86.2,3.2,102.6,89.9,false,0.15
2023-01-21 16:00:00,TURBINE004,88.1,3.3,103.4,89.7,false,0.16
2023-01-22 08:00:00,TURBINE004,84.8,3.1,101.6,90.0,false,0.14
2023-01-22 12:00:00,TURBINE004,86.5,3.2,102.9,89.8,false,0.15
2023-01-22 16:00:00,TURBINE004,88.4,3.3,103.7,89.6,false,0.16
2023-01-23 08:00:00,TURBINE004,85.1,3.1,101.9,89.9,false,0.14
2023-01-23 12:00:00,TURBINE004,86.8,3.2,103.2,89.7,false,0.15
2023-01-23 16:00:00,TURBINE004,88.7,3.3,104.0,89.5,false,0.16
2023-01-24 08:00:00,TURBINE004,85.4,3.1,102.2,89.8,false,0.15
2023-01-24 12:00:00,TURBINE004,87.1,3.3,103.5,89.6,false,0.16
2023-01-24 16:00:00,TURBINE004,89.0,3.4,104.3,89.4,false,0.17
2023-01-25 08:00:00,TURBINE004,85.7,3.2,102.5,89.7,false,0.15
2023-01-25 12:00:00,TURBINE004,87.4,3.3,103.8,89.5,false,0.16
2023-01-25 16:00:00,TURBINE004,89.3,3.4,104.6,89.3,false,0.17
2023-01-26 08:00:00,TURBINE004,86.0,3.2,102.8,89.6,false,0.15
2023-01-26 12:00:00,TURBINE004,87.7,3.3,104.1,89.4,false,0.16
2023-01-26 16:00:00,TURBINE004,89.6,3.4,104.9,89.2,false,0.17
2023-01-27 08:00:00,TURBINE004,86.3,3.2,103.1,89.5,false,0.16
2023-01-27 12:00:00,TURBINE004,88.0,3.4,104.4,89.3,false,0.17
2023-01-27 16:00:00,TURBINE004,89.9,3.5,105.2,89.1,false,0.18
2023-01-28 08:00:00,TURBINE004,86.6,3.3,103.4,89.4,false,0.16
2023-01-28 12:00:00,TURBINE004,88.3,3.4,104.7,89.2,false,0.17
2023-01-28 16:00:00,TURBINE004,90.2,3.5,105.5,89.0,false,0.18
2023-01-29 08:00:00,TURBINE004,86.9,3.3,103.7,89.3,false,0.16
2023-01-29 12:00:00,TURBINE004,88.6,3.4,105.0,89.1,false,0.17
2023-01-29 16:00:00,TURBINE004,90.5,3.5,105.8,88.9,false,0.18
2023-01-30 08:00:00,TURBINE004,87.2,3.3,104.0,89.2,false,0.17
2023-01-30 12:00:00,TURBINE004,88.9,3.5,105.3,89.0,false,0.18
2023-01-30 16:00:00,TURBINE004,90.8,3.6,106.1,88.8,false,0.19
2023-01-31 08:00:00,TURBINE004,87.5,3.4,104.3,89.1,false,0.17
2023-01-31 12:00:00,TURBINE004,89.2,3.5,105.6,88.9,false,0.18
2023-01-31 16:00:00,TURBINE004,91.1,3.6,106.4,88.7,false,0.19
2023-02-01 08:00:00,TURBINE004,87.8,3.4,104.6,89.0,false,0.17
2023-02-01 12:00:00,TURBINE004,89.5,3.5,105.9,88.8,false,0.18
2023-02-01 16:00:00,TURBINE004,91.4,3.6,106.7,88.6,false,0.19
2023-02-02 08:00:00,TURBINE004,88.1,3.4,104.9,88.9,false,0.18
2023-02-02 12:00:00,TURBINE004,89.8,3.6,106.2,88.7,false,0.19
2023-02-02 16:00:00,TURBINE004,91.7,3.7,107.0,88.5,false,0.20
2023-02-03 08:00:00,TURBINE004,88.4,3.5,105.2,88.8,false,0.18
2023-02-03 12:00:00,TURBINE004,90.1,3.6,106.5,88.6,false,0.19
2023-02-03 16:00:00,TURBINE004,92.0,3.7,107.3,88.4,false,0.20
2023-02-04 08:00:00,TURBINE004,88.7,3.5,105.5,88.7,false,0.18
2023-02-04 12:00:00,TURBINE004,90.4,3.6,106.8,88.5,false,0.19
2023-02-04 16:00:00,TURBINE004,92.3,3.7,107.6,88.3,false,0.20
2023-02-05 08:00:00,TURBINE004,89.0,3.5,105.8,88.6,false,0.19
2023-02-05 12:00:00,TURBINE004,90.7,3.7,107.1,88.4,false,0.20
2023-02-05 16:00:00,TURBINE004,92.6,3.8,107.9,88.2,false,0.21
2023-02-06 08:00:00,TURBINE004,89.3,3.6,106.1,88.5,false,0.19
2023-02-06 12:00:00,TURBINE004,91.0,3.7,107.4,88.3,false,0.20
2023-02-06 16:00:00,TURBINE004,92.9,3.8,108.2,88.1,false,0.21
2023-02-07 08:00:00,TURBINE004,89.6,3.6,106.4,88.4,false,0.19
2023-02-07 12:00:00,TURBINE004,91.3,3.7,107.7,88.2,false,0.20
2023-02-07 16:00:00,TURBINE004,93.2,3.8,108.5,88.0,false,0.21
2023-02-08 08:00:00,TURBINE004,89.9,3.6,106.7,88.3,false,0.20
2023-02-08 12:00:00,TURBINE004,91.6,3.8,108.0,88.1,false,0.21
2023-02-08 16:00:00,TURBINE004,93.5,3.9,108.8,87.9,false,0.22
2023-02-09 08:00:00,TURBINE004,90.2,3.7,107.0,88.2,false,0.20
2023-02-09 12:00:00,TURBINE004,91.9,3.8,108.3,88.0,false,0.21
2023-02-09 16:00:00,TURBINE004,93.8,3.9,109.1,87.8,false,0.22
2023-02-10 08:00:00,TURBINE004,90.5,3.7,107.3,88.1,false,0.20
2023-02-10 12:00:00,TURBINE004,92.2,3.8,108.6,87.9,false,0.21
2023-02-10 16:00:00,TURBINE004,94.1,3.9,109.4,87.7,false,0.22
2023-02-11 08:00:00,TURBINE004,90.8,3.7,107.6,88.0,false,0.21
2023-02-11 12:00:00,TURBINE004,92.5,3.9,108.9,87.8,false,0.22
2023-02-11 16:00:00,TURBINE004,94.4,4.0,109.7,87.6,false,0.23
2023-02-12 08:00:00,TURBINE004,91.1,3.8,107.9,87.9,false,0.21
2023-02-12 12:00:00,TURBINE004,92.8,3.9,109.2,87.7,false,0.22
2023-02-12 16:00:00,TURBINE004,94.7,4.0,110.0,87.5,false,0.23
2023-02-13 08:00:00,TURBINE004,91.4,3.8,108.2,87.8,false,0.21
2023-02-13 12:00:00,TURBINE004,93.1,3.9,109.5,87.6,false,0.22
2023-02-13 16:00:00,TURBINE004,95.0,4.0,110.3,87.4,false,0.23
2023-02-14 08:00:00,TURBINE004,91.7,3.8,108.5,87.7,false,0.22
2023-02-14 12:00:00,TURBINE004,93.4,4.0,109.8,87.5,false,0.23
2023-02-14 16:00:00,TURBINE004,95.3,4.1,110.6,87.3,false,0.24
2023-02-15 08:00:00,TURBINE004,92.0,3.9,108.8,87.6,false,0.22
2023-02-15 12:00:00,TURBINE004,93.7,4.0,110.1,87.4,false,0.23
2023-02-15 16:00:00,TURBINE004,95.6,4.1,110.9,87.2,false,0.24
2023-02-16 08:00:00,TURBINE004,92.3,3.9,109.1,87.5,false,0.22
2023-02-16 12:00:00,TURBINE004,94.0,4.0,110.4,87.3,false,0.23
2023-02-16 16:00:00,TURBINE004,95.9,4.1,111.2,87.1,false,0.24
2023-02-17 08:00:00,TURBINE004,92.6,3.9,109.4,87.4,false,0.23
2023-02-17 12:00:00,TURBINE004,94.3,4.1,110.7,87.2,false,0.24
2023-02-17 16:00:00,TURBINE004,96.2,4.2,111.5,87.0,false,0.25
2023-02-18 08:00:00,TURBINE004,92.9,4.0,109.7,87.3,false,0.23
2023-02-18 12:00:00,TURBINE004,94.6,4.1,111.0,87.1,false,0.24
2023-02-18 16:00:00,TURBINE004,96.5,4.2,111.8,86.9,false,0.25
2023-02-19 08:00:00,TURBINE004,93.2,4.0,110.0,87.2,false,0.23
2023-02-19 12:00:00,TURBINE004,94.9,4.1,111.3,87.0,false,0.24
2023-02-19 16:00:00,TURBINE004,96.8,4.2,112.1,86.8,false,0.25
2023-02-20 08:00:00,TURBINE004,93.5,4.0,110.3,87.1,false,0.24
2023-02-20 12:00:00,TURBINE004,95.2,4.2,111.6,86.9,false,0.25
2023-02-20 16:00:00,TURBINE004,97.1,4.3,112.4,86.7,false,0.26
2023-02-21 08:00:00,TURBINE004,93.8,4.1,110.6,87.0,false,0.24
2023-02-21 12:00:00,TURBINE004,95.5,4.2,111.9,86.8,false,0.25
2023-02-21 16:00:00,TURBINE004,97.4,4.3,112.7,86.6,false,0.26
2023-02-22 08:00:00,TURBINE004,94.1,4.1,110.9,86.9,false,0.24
2023-02-22 12:00:00,TURBINE004,95.8,4.2,112.2,86.7,false,0.25
2023-02-22 16:00:00,TURBINE004,97.7,4.3,113.0,86.5,false,0.26
2023-02-23 08:00:00,TURBINE004,94.4,4.1,111.2,86.8,false,0.25
2023-02-23 12:00:00,TURBINE004,96.1,4.3,112.5,86.6,false,0.26
2023-02-23 16:00:00,TURBINE004,98.0,4.4,113.3,86.4,false,0.27
2023-02-24 08:00:00,TURBINE004,94.7,4.2,111.5,86.7,false,0.25
2023-02-24 12:00:00,TURBINE004,96.4,4.3,112.8,86.5,false,0.26
2023-02-24 16:00:00,TURBINE004,98.3,4.4,113.6,86.3,false,0.27
2023-02-25 08:00:00,TURBINE004,95.0,4.2,111.8,86.6,false,0.25
2023-02-25 12:00:00,TURBINE004,96.7,4.3,113.1,86.4,false,0.26
2023-02-25 16:00:00,TURBINE004,98.6,4.4,113.9,86.2,false,0.27
2023-02-26 08:00:00,TURBINE004,95.3,4.2,112.1,86.5,false,0.26
2023-02-26 12:00:00,TURBINE004,97.0,4.4,113.4,86.3,false,0.27
2023-02-26 16:00:00,TURBINE004,98.9,4.5,114.2,86.1,false,0.28
2023-02-27 08:00:00,TURBINE004,95.6,4.3,112.4,86.4,false,0.26
2023-02-27 12:00:00,TURBINE004,97.3,4.4,113.7,86.2,false,0.27
2023-02-27 16:00:00,TURBINE004,99.2,4.5,114.5,86.0,false,0.28
2023-02-28 08:00:00,TURBINE004,95.9,4.3,112.7,86.3,false,0.26
2023-02-28 12:00:00,TURBINE004,97.6,4.4,114.0,86.1,false,0.27
2023-02-28 16:00:00,TURBINE004,99.5,4.5,114.8,85.9,false,0.28
2023-03-01 08:00:00,TURBINE004,96.2,4.3,113.0,86.2,false,0.27
2023-03-01 12:00:00,TURBINE004,97.9,4.5,114.3,86.0,false,0.28
2023-03-01 16:00:00,TURBINE004,99.8,4.6,115.1,85.8,false,0.29
2023-03-02 08:00:00,TURBINE004,96.5,4.4,113.3,86.1,false,0.27
2023-03-02 12:00:00,TURBINE004,98.2,4.5,114.6,85.9,false,0.28
2023-03-02 16:00:00,TURBINE004,100.1,4.6,115.4,85.7,true,0.29
2023-03-03 08:00:00,TURBINE004,96.8,4.4,113.6,86.0,false,0.27
2023-03-03 12:00:00,TURBINE004,98.5,4.5,114.9,85.8,false,0.28
2023-03-03 16:00:00,TURBINE004,100.4,4.6,115.7,85.6,true,0.29
2023-03-04 08:00:00,TURBINE004,97.1,4.4,113.9,85.9,false,0.28
2023-03-04 12:00:00,TURBINE004,98.8,4.6,115.2,85.7,false,0.29
2023-03-04 16:00:00,TURBINE004,100.7,4.7,116.0,85.5,true,0.30
2023-03-05 08:00:00,TURBINE004,97.4,4.5,114.2,85.8,false,0.28
2023-03-05 12:00:00,TURBINE004,99.1,4.6,115.5,85.6,false,0.29
2023-03-05 16:00:00,TURBINE004,101.0,4.7,116.3,85.4,true,0.30
2023-03-06 08:00:00,TURBINE004,97.7,4.5,114.5,85.7,false,0.28
2023-03-06 12:00:00,TURBINE004,99.4,4.6,115.8,85.5,false,0.29
2023-03-06 16:00:00,TURBINE004,101.3,4.7,116.6,85.3,true,0.30
2023-03-07 08:00:00,TURBINE004,98.0,4.5,114.8,85.6,false,0.29
2023-03-07 12:00:00,TURBINE004,99.7,4.7,116.1,85.4,false,0.30
2023-03-07 16:00:00,TURBINE004,101.6,4.8,116.9,85.2,true,0.31
2023-03-08 08:00:00,TURBINE004,98.3,4.6,115.1,85.5,false,0.29
2023-03-08 12:00:00,TURBINE004,100.0,4.7,116.4,85.3,true,0.30
2023-03-08 16:00:00,TURBINE004,101.9,4.8,117.2,85.1,true,0.31
2023-03-09 08:00:00,TURBINE004,98.6,4.6,115.4,85.4,false,0.29
2023-03-09 12:00:00,TURBINE004,100.3,4.7,116.7,85.2,true,0.30
2023-03-09 16:00:00,TURBINE004,102.2,4.8,117.5,85.0,true,0.31
2023-03-10 08:00:00,TURBINE004,98.9,4.6,115.7,85.3,false,0.30
2023-03-10 12:00:00,TURBINE004,100.6,4.8,117.0,85.1,true,0.31
2023-03-10 16:00:00,TURBINE004,102.5,4.9,117.8,84.9,true,0.32
2023-03-11 08:00:00,TURBINE004,99.2,4.7,116.0,85.2,false,0.30
2023-03-11 12:00:00,TURBINE004,100.9,4.8,117.3,85.0,true,0.31
2023-03-11 16:00:00,TURBINE004,102.8,4.9,118.1,84.8,true,0.32
2023-03-12 08:00:00,TURBINE004,99.5,4.7,116.3,85.1,false,0.30
2023-03-12 12:00:00,TURBINE004,101.2,4.8,117.6,84.9,true,0.31
2023-03-12 16:00:00,TURBINE004,103.1,4.9,118.4,84.7,true,0.32
2023-03-13 08:00:00,TURBINE004,99.8,4.7,116.6,85.0,false,0.31
2023-03-13 12:00:00,TURBINE004,101.5,4.9,117.9,84.8,true,0.32
2023-03-13 16:00:00,TURBINE004,103.4,5.0,118.7,84.6,true,0.33
2023-03-14 08:00:00,TURBINE004,100.1,4.8,116.9,84.9,true,0.31
2023-03-14 12:00:00,TURBINE004,101.8,4.9,118.2,84.7,true,0.32
2023-03-14 16:00:00,TURBINE004,103.7,5.0,119.0,84.5,true,0.33
2023-03-15 08:00:00,TURBINE004,100.4,4.8,117.2,84.8,true,0.31
2023-03-15 12:00:00,TURBINE004,102.1,4.9,118.5,84.6,true,0.32
2023-03-15 16:00:00,TURBINE004,104.0,5.0,119.3,84.4,true,0.33 
